"Name","Instance Count","Size (bytes)"
"java.lang.classfile.AttributeMapper$AttributeStability",5,120
"java.lang.invoke.ConstantCallSite",5,200
"java.lang.invoke.VarHandle$AccessType",5,160
"java.util.ImmutableCollections$MapN",5,160
"java.util.concurrent.atomic.AtomicReference",5,80
"java.util.logging.Logger$ConfigurationData",5,200
"java.util.regex.Pattern",5,440
"java.util.regex.Pattern$$Lambda.0x000000012213dea8",5,120
"java.util.regex.Pattern$BmpCharPropertyGreedy",5,120
"java.util.stream.StreamOpFlag$Type",5,120
"jdk.internal.classfile.impl.StackMapGenerator$Type[ ]",5,304
"jdk.internal.loader.NativeLibraries",5,160
"jdk.internal.math.FloatingDecimal$PreparedASCIIToBinaryBuffer",5,120
"jdk.internal.util.Preconditions$4",5,80
"jdk.internal.util.ReferencedKeyMap",5,120
"jdk.proxy1.$Proxy1",5,80
"org.apache.logging.log4j.core.lookup.StrMatcher$CharMatcher",5,80
"org.apache.logging.log4j.core.pattern.PatternParser$ParserState",5,120
"pom.test.classfile.general.TestUnaryMetrics",5,80
"pom.test.classfile.specific.TestDIT",5,80
"sun.util.locale.provider.LocaleProviderAdapter$Type",5,200
"sun.util.locale.provider.LocaleResources$ResourceReference",5,200
"util.io.AutoFlushPrintWriter",5,200
"util.io.ExtensionBasedFilenameFilter",5,80
"com.jprofiler.agent.util.a.a.b.h$c[ ]",4,128
"com.jprofiler.agent.util.a.b.af",4,160
"com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$ArrayMapping",4,128
"com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$EnumMapping",4,128
"int[ ][ ]",4,136
"java.lang.Byte",4,64
"java.lang.CharSequence[ ]",4,136
"java.lang.NamedPackage",4,96
"java.lang.StackWalker$Option",4,96
"java.lang.ThreadGroup",4,192
"java.lang.ThreadLocal$SuppliedThreadLocal",4,96
"java.lang.invoke.LambdaForm$NamedFunction[ ]",4,200
"java.lang.invoke.MethodHandleImpl$BindCaller$InjectedInvokerHolder",4,96
"java.lang.invoke.MethodHandleImpl$IntrinsicMethodHandle",4,192
"java.lang.module.ModuleDescriptor$Modifier",4,128
"java.lang.module.ModuleDescriptor$Opens",4,96
"java.lang.module.ModuleDescriptor$Requires$Modifier",4,128
"java.net.Inet6Address",4,96
"java.net.Inet6Address$Inet6AddressHolder",4,128
"java.util.Date",4,96
"java.util.IdentityHashMap",4,160
"java.util.LinkedHashMap$LinkedValues",4,96
"java.util.TreeMap$Values",4,64
"java.util.logging.Logger",4,224
"java.util.regex.Pattern$BitClass",4,64
"java.util.regex.Pattern$Branch",4,128
"java.util.regex.Pattern$BranchConn",4,64
"java.util.regex.Pattern$Node[ ]",4,96
"java.util.regex.Pattern$Qtype",4,96
"java.util.regex.Pattern$SliceI",4,96
"java.util.stream.StreamShape",4,96
"javax.management.MBeanServerNotification",4,224
"javax.management.ObjectName$PatternProperty",4,96
"jdk.internal.classfile.impl.AbstractPoolEntry$Utf8EntryImpl$State",4,96
"jdk.internal.classfile.impl.BufWriterImpl",4,192
"jdk.internal.classfile.impl.LabelImpl",4,96
"jdk.internal.classfile.impl.RawBytecodeHelper",4,128
"jdk.internal.loader.URLClassPath$FileLoader",4,128
"jdk.internal.logger.BootstrapLogger$LoggingBackend",4,128
"jdk.internal.module.ServicesCatalog",4,64
"jdk.internal.util.ClassFileDumper",4,128
"jdk.internal.util.OperatingSystem",4,96
"jdk.internal.vm.Continuation$Pinned",4,96
"jdk.proxy2.$Proxy5",4,64
"org.apache.bcel.util.ClassPath$Dir",4,64
"org.apache.logging.log4j.Marker[ ]",4,96
"org.apache.logging.log4j.core.lookup.StrMatcher$StringMatcher",4,64
"org.junit.internal.runners.rules.RuleMemberValidator",4,96
"org.junit.internal.runners.rules.RuleMemberValidator$MemberMustBePublic",4,64
"padl.kernel.impl.MemberGhost",4,352
"pom.test.classfile.specific.TestAID",4,64
"pom.test.classfile.specific.TestNMI",4,64
"pom.test.classfile.specific.TestNOC",4,64
"pom.test.classfile.specific.TestUnaryCBO",4,64
"pom.test.classfile.specific.TestWMC",4,64
"pom.test.classfile.specific.TestWMC1",4,64
"sun.util.calendar.ZoneInfo",4,224
"com.ibm.toad.cfparse.ConstantPool$MethodHandleEntry",3,72
"com.ibm.toad.cfparse.attributes.BootstrapMethodsAttrInfo",3,96
"com.jprofiler.agent.mbean.h$a",3,72
"com.jprofiler.agent.probe.a.f.g",3,96
"com.jprofiler.agent.probe.d.e",3,48
"com.jprofiler.agent.probe.i.h",3,72
"com.jprofiler.agent.probe.l",3,72
"com.jprofiler.agent.util.a.e",3,168
"com.jprofiler.agent.util.a.e$a[ ]",3,240
"com.jprofiler.api.agent.ProbeObjectType",3,96
"com.sun.management.internal.GarbageCollectorExtImpl",3,144
"float[ ]",3,96
"java.io.BufferedOutputStream",3,120
"java.io.BufferedWriter",3,120
"java.lang.ProcessImpl$LaunchMechanism",3,72
"java.lang.Runtime$Version",3,96
"java.lang.StackStreamFactory$WalkerState",3,72
"java.lang.String$$StringConcat.0x0000000122232000",3,72
"java.lang.WeakPairMap",3,72
"java.lang.annotation.RetentionPolicy",3,72
"java.lang.classfile.Attribute[ ]",3,80
"java.lang.classfile.ClassFile$StackMapsOption",3,72
"java.lang.constant.ConstantDesc[ ]",3,64
"java.lang.constant.DynamicConstantDesc$AnonymousDynamicConstantDesc",3,96
"java.lang.invoke.DirectMethodHandle$Special",3,120
"java.lang.invoke.LambdaForm$BasicType[ ]",3,120
"java.lang.invoke.LambdaForm[ ]",3,576
"java.lang.invoke.MethodHandleImpl$ArrayAccess",3,72
"java.lang.reflect.Constructor[ ]",3,72
"java.lang.reflect.TypeVariable[ ]",3,64
"java.nio.DirectByteBufferR",3,192
"java.nio.charset.CodingErrorAction",3,48
"java.text.AttributedCharacterIterator$Attribute",3,48
"java.text.DecimalFormatSymbols",3,264
"java.time.Instant",3,72
"java.time.ZoneOffset",3,72
"java.util.Optional",3,48
"java.util.ResourceBundle$BundleReference",3,120
"java.util.ResourceBundle$CacheKey",3,216
"java.util.ResourceBundle$NoFallbackControl",3,48
"java.util.concurrent.ConcurrentLinkedDeque$Node",3,72
"java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject",3,72
"java.util.logging.Level[ ]",3,160
"java.util.regex.Pattern$CharPropertyGreedy",3,72
"java.util.regex.Pattern$Ques",3,72
"java.util.regex.Pattern$Start",3,72
"java.util.stream.Collector$Characteristics",3,72
"java.util.stream.MatchOps$MatchKind",3,96
"java.util.zip.ZipFile$EntryPos",3,72
"java.util.zip.ZipFile$InflaterCleanupAction",3,72
"java.util.zip.ZipFile$ZipFileInflaterInputStream",3,144
"java.util.zip.ZipFile$ZipFileInputStream",3,168
"javax.management.openmbean.OpenMBeanOperationInfoSupport",3,168
"jdk.internal.classfile.impl.AbstractPoolEntry$NameAndTypeEntryImpl",3,96
"jdk.internal.classfile.impl.Util$Writable[ ]",3,112
"jdk.internal.event.ThreadSleepEvent",3,120
"jdk.internal.math.FloatingDecimal$ExceptionalBinaryToASCIIBuffer",3,72
"jdk.internal.misc.Signal",3,72
"jdk.internal.module.ModuleBootstrap$IllegalNativeAccess",3,72
"jdk.internal.vm.SharedThreadContainer",3,120
"org.apache.logging.log4j.core.pattern.SimpleLiteralPatternConverter$StringValue",3,72
"org.apache.logging.log4j.core.util.datetime.FixedDateFormat$FixedTimeZoneFormat",3,120
"org.apache.logging.log4j.message.DefaultFlowMessageFactory",3,72
"org.apache.logging.log4j.spi.AbstractLogger$LocalLogBuilder",3,72
"pom.test.classfile.general.TestMethodPrimitives",3,120
"sun.invoke.util.ValueConversions$WrapperCache[ ]",3,112
"sun.invoke.util.Wrapper[ ]",3,192
"sun.management.ManagementFactoryHelper$1",3,72
"sun.reflect.generics.reflectiveObjects.TypeVariableImpl",3,96
"sun.reflect.generics.repository.ClassRepository",3,96
"sun.reflect.generics.tree.ClassSignature",3,72
"sun.reflect.generics.tree.ClassTypeSignature[ ]",3,56
"sun.reflect.generics.tree.FormalTypeParameter",3,72
"sun.security.provider.NativePRNG$RandomIO",3,216
"sun.security.provider.NativePRNG$Variant",3,72
"sun.util.logging.internal.LoggingProviderImpl$JULWrapper",3,48
"com.jprofiler.agent.probe.a.a.f",2,64
"com.jprofiler.agent.probe.a.a.j",2,64
"com.jprofiler.agent.probe.a.a.k",2,64
"com.jprofiler.agent.probe.a.e.f",2,64
"com.jprofiler.agent.probe.g.d[ ]",2,112
"com.jprofiler.agent.probe.h.a",2,96
"com.jprofiler.agent.probe.structures.g",2,144
"com.jprofiler.agent.probe.structures.g$a",2,80
"com.jprofiler.agent.probe.structures.g$a[ ]",2,48
"com.jprofiler.agent.util.a.b.x",2,160
"com.sun.jmx.mbeanserver.ClassLoaderRepositorySupport$LoaderEntry",2,48
"com.sun.jmx.mbeanserver.ClassLoaderRepositorySupport$LoaderEntry[ ]",2,40
"com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$TabularMapping",2,80
"com.sun.jmx.mbeanserver.MBeanIntrospector$MBeanInfoMap",2,96
"com.sun.jmx.mbeanserver.MBeanIntrospector$PerInterfaceMap",2,96
"com.sun.jmx.mbeanserver.WeakIdentityHashMap",2,48
"java.io.ClassCache$1",2,64
"java.io.ClassCache$CacheRef",2,96
"java.io.File$PathStatus",2,48
"java.io.PrintStream",2,80
"java.lang.Boolean",2,32
"java.lang.Character[ ]",2,544
"java.lang.Integer[ ]",2,1056
"java.lang.Long[ ]",2,1056
"java.lang.ModuleLayer",2,80
"java.lang.OutOfMemoryError[ ]",2,80
"java.lang.Shutdown$Lock",2,32
"java.lang.StackWalker",2,80
"java.lang.StackWalker$Option[ ]",2,64
"java.lang.System$Logger$Level[ ]",2,96
"java.lang.System$Out",2,64
"java.lang.Throwable[ ]",2,32
"java.lang.annotation.RetentionPolicy[ ]",2,64
"java.lang.classfile.constantpool.ClassEntry[ ]",2,40
"java.lang.constant.DirectMethodHandleDesc$Kind[ ]",2,160
"java.lang.invoke.BoundMethodHandle$Species_LI",2,80
"java.lang.invoke.DirectMethodHandle$StaticAccessor",2,112
"java.lang.invoke.MethodHandle[ ][ ]",2,80
"java.lang.invoke.VarHandle$AccessMode[ ]",2,288
"java.lang.invoke.VarHandleByteArrayAsInts$ArrayHandle",2,64
"java.lang.invoke.VarHandleByteArrayAsLongs$ArrayHandle",2,64
"java.lang.invoke.VarHandleInts$FieldInstanceReadWrite",2,80
"java.lang.management.MemoryType",2,64
"java.lang.module.Configuration",2,80
"java.lang.ref.ReferenceQueue$Null",2,64
"java.net.Inet4Address",2,48
"java.nio.ByteOrder",2,32
"java.nio.DirectIntBufferRU",2,112
"java.nio.charset.CoderResult[ ]",2,64
"java.security.SecureClassLoader$1",2,32
"java.security.Security$1",2,112
"java.security.Security$SecPropLoader$LoadingMode",2,48
"java.util.Collections$3",2,48
"java.util.Collections$SynchronizedMap",2,64
"java.util.Collections$UnmodifiableCollection$1",2,48
"java.util.HexFormat",2,64
"java.util.IdentityHashMap$KeyIterator",2,80
"java.util.IdentityHashMap$KeySet",2,32
"java.util.LinkedHashMap$LinkedEntrySet",2,48
"java.util.LinkedHashSet",2,32
"java.util.Locale$Category",2,96
"java.util.ResourceBundle$SingleFormatControl",2,32
"java.util.TreeMap$KeySet",2,32
"java.util.TreeSet",2,32
"java.util.UUID",2,64
"java.util.concurrent.ConcurrentHashMap$EntryIterator",2,112
"java.util.concurrent.ConcurrentHashMap$KeyIterator",2,112
"java.util.concurrent.ConcurrentSkipListMap$Node",2,48
"java.util.concurrent.ForkJoinPool",2,720
"java.util.concurrent.ForkJoinPool$WorkQueue[ ]",2,160
"java.util.concurrent.locks.ReentrantReadWriteLock",2,48
"java.util.concurrent.locks.ReentrantReadWriteLock$ReadLock",2,32
"java.util.concurrent.locks.ReentrantReadWriteLock$Sync$ThreadLocalHoldCounter",2,32
"java.util.concurrent.locks.ReentrantReadWriteLock$WriteLock",2,32
"java.util.jar.JarVerifier",2,128
"java.util.logging.Logger$LoggerBundle",2,48
"java.util.regex.Pattern$$Lambda.0x000000012213e140",2,48
"java.util.regex.Pattern$Begin",2,32
"java.util.regex.Pattern$StartS",2,48
"java.util.stream.Collector$Characteristics[ ]",2,64
"java.util.stream.FindOps$FindOp",2,64
"java.util.stream.StreamOpFlag$Type[ ]",2,80
"java.util.zip.CRC32",2,32
"javax.management.NotificationBroadcasterSupport",2,48
"javax.management.openmbean.TabularType",2,96
"jdk.internal.classfile.impl.AbstractPoolEntry$MethodRefEntryImpl",2,64
"jdk.internal.classfile.impl.ClassFileImpl",2,112
"jdk.internal.classfile.impl.ClassHierarchyImpl",2,32
"jdk.internal.classfile.impl.ClassHierarchyImpl$CachedClassHierarchyResolver",2,48
"jdk.internal.classfile.impl.ClassHierarchyImpl$CachedClassHierarchyResolver$1",2,32
"jdk.internal.classfile.impl.ClassHierarchyImpl$ClassHierarchyInfoImpl",2,48
"jdk.internal.classfile.impl.DirectCodeBuilder",2,240
"jdk.internal.classfile.impl.DirectCodeBuilder$4",2,48
"jdk.internal.classfile.impl.DirectMethodBuilder",2,96
"jdk.internal.classfile.impl.RawBytecodeHelper$CodeRange",2,48
"jdk.internal.classfile.impl.StackMapGenerator",2,160
"jdk.internal.classfile.impl.StackMapGenerator$Frame",2,112
"jdk.internal.classfile.impl.Util$1WithCodeMethodHandler",2,32
"jdk.internal.jimage.ImageReader",2,48
"jdk.internal.loader.URLClassPath",2,80
"jdk.internal.loader.URLClassPath$JarLoader$1",2,80
"jdk.internal.math.DoubleToDecimal",2,32
"jdk.internal.math.FloatToDecimal",2,32
"jdk.internal.math.FloatingDecimal$BinaryToASCIIBuffer",2,80
"jdk.internal.misc.InnocuousThread",2,240
"jdk.internal.misc.Signal$NativeHandler",2,48
"jdk.internal.reflect.ReflectionFactory$Config",2,32
"jdk.internal.util.OperatingSystem[ ]",2,64
"jdk.internal.util.ReferencedKeySet",2,32
"jdk.jfr.internal.jfc.JFC$KnownConfiguration",2,64
"org.apache.logging.log4j.core.Appender[ ]",2,40
"org.apache.logging.log4j.core.Logger$PrivateConfig",2,80
"org.apache.logging.log4j.core.config.AppenderControlArraySet",2,32
"org.apache.logging.log4j.core.config.AppenderControl[ ]",2,40
"org.apache.logging.log4j.core.config.ConfigurationScheduler",2,64
"org.apache.logging.log4j.core.config.ConfigurationSource",2,80
"org.apache.logging.log4j.core.config.DefaultAdvertiser",2,32
"org.apache.logging.log4j.core.config.DefaultReliabilityStrategy",2,32
"org.apache.logging.log4j.core.config.LoggerConfig",2,144
"org.apache.logging.log4j.core.config.Node",2,80
"org.apache.logging.log4j.core.config.plugins.util.PluginManager",2,48
"org.apache.logging.log4j.core.lookup.RuntimeStrSubstitutor",2,96
"org.apache.logging.log4j.core.lookup.StrMatcher$CharSetMatcher",2,32
"org.apache.logging.log4j.core.pattern.DatePatternConverter$FixedFormatter",2,80
"org.apache.logging.log4j.core.pattern.FormattingInfo",2,48
"org.apache.logging.log4j.core.pattern.LoggerPatternConverter",2,48
"org.apache.logging.log4j.core.pattern.PatternFormatter[ ]",2,80
"org.apache.logging.log4j.core.util.DummyNanoClock",2,48
"org.apache.logging.log4j.core.util.SystemClock",2,32
"org.apache.logging.log4j.core.util.WatchManager",2,80
"org.apache.logging.log4j.core.util.datetime.FixedDateFormat",2,160
"org.apache.logging.log4j.message.ReusableMessageFactory",2,32
"org.apache.logging.log4j.spi.StandardLevel[ ]",2,96
"org.apache.logging.log4j.util.EnvironmentPropertySource",2,32
"org.apache.logging.log4j.util.PropertiesUtil",2,32
"org.apache.logging.log4j.util.PropertiesUtil$Environment",2,64
"org.apache.logging.log4j.util.PropertyFilePropertySource",2,48
"org.apache.logging.log4j.util.PropertySource$Comparator",2,32
"org.apache.logging.log4j.util.SystemPropertiesPropertySource",2,32
"org.junit.internal.runners.rules.RuleMemberValidator$DeclaringClassMustBePublic",2,32
"org.junit.internal.runners.rules.RuleMemberValidator$MemberMustBeNonStaticOrAlsoClassRule",2,32
"org.junit.internal.runners.rules.RuleMemberValidator$MemberMustBeStatic",2,32
"pom.test.classfile.general.TestMetricRepository",2,32
"pom.test.classfile.general.TestNMIandNMOwithPattern4J",2,32
"sun.management.MemoryManagerImpl",2,80
"sun.net.www.protocol.jar.Handler",2,32
"sun.net.www.protocol.jar.URLJarFile",2,160
"sun.reflect.generics.scope.ClassScope",2,48
"sun.security.jca.ProviderConfig[ ]",2,88
"sun.security.jca.ProviderList",2,48
"sun.security.jca.ProviderList$2",2,48
"sun.security.provider.FileInputStreamPool$StreamRef",2,64
"sun.security.provider.FileInputStreamPool$UnclosableInputStream",2,32
"sun.util.locale.provider.LocaleResources",2,80
"sun.util.logging.PlatformLogger$Level[ ]",2,104
"util.repository.impl.JarFileRepository",2,48
"byte[ ][ ]",1,1400
"ca.concordia.ptidej.spectra.ChildJVM.SpectraShutdownJVMThread",1,112
"char[ ][ ][ ]",1,432
"com.ibm.toad.cfparse.instruction.JVMInstruction[ ]",1,1040
"com.jprofiler.agent.ControllerImpl$3",1,120
"com.jprofiler.agent.JProfilerThreadManager$1",1,16
"com.jprofiler.agent.JProfilerThreadManager$Platform[ ]",1,32
"com.jprofiler.agent.c.a$1",1,16
"com.jprofiler.agent.f.a.d[ ]",1,16
"com.jprofiler.agent.f.a.e[ ]",1,40
"com.jprofiler.agent.f.a.f[ ]",1,16
"com.jprofiler.agent.f.a.g[ ]",1,16
"com.jprofiler.agent.f.e",1,16
"com.jprofiler.agent.g",1,24
"com.jprofiler.agent.mbean.d$1",1,16
"com.jprofiler.agent.mbean.d$b",1,24
"com.jprofiler.agent.mbean.h",1,32
"com.jprofiler.agent.mbean.h$a[ ]",1,32
"com.jprofiler.agent.n$1",1,16
"com.jprofiler.agent.probe.JavaCollector",1,80
"com.jprofiler.agent.probe.ProbeHandler$1",1,16
"com.jprofiler.agent.probe.ProbeHandler$2",1,16
"com.jprofiler.agent.probe.ProbeHandler$a",1,120
"com.jprofiler.agent.probe.a.a$1",1,16
"com.jprofiler.agent.probe.a.a.a",1,56
"com.jprofiler.agent.probe.a.a.c",1,56
"com.jprofiler.agent.probe.a.a.f[ ]",1,24
"com.jprofiler.agent.probe.a.a.g$1",1,16
"com.jprofiler.agent.probe.a.a.g$2",1,16
"com.jprofiler.agent.probe.a.a.g$6",1,16
"com.jprofiler.agent.probe.a.a.j[ ]",1,24
"com.jprofiler.agent.probe.a.a.k[ ]",1,24
"com.jprofiler.agent.probe.a.a.m",1,80
"com.jprofiler.agent.probe.a.a.s",1,48
"com.jprofiler.agent.probe.a.b",1,40
"com.jprofiler.agent.probe.a.b$1",1,16
"com.jprofiler.agent.probe.a.b$b",1,16
"com.jprofiler.agent.probe.a.b.a",1,56
"com.jprofiler.agent.probe.a.b.d$1",1,16
"com.jprofiler.agent.probe.a.c.f",1,40
"com.jprofiler.agent.probe.a.c.f$1",1,16
"com.jprofiler.agent.probe.a.d.a",1,40
"com.jprofiler.agent.probe.a.d.b",1,40
"com.jprofiler.agent.probe.a.d.c",1,40
"com.jprofiler.agent.probe.a.d.d",1,40
"com.jprofiler.agent.probe.a.d.e",1,40
"com.jprofiler.agent.probe.a.d.f",1,32
"com.jprofiler.agent.probe.a.d.f$1",1,16
"com.jprofiler.agent.probe.a.e",1,40
"com.jprofiler.agent.probe.a.e.b",1,64
"com.jprofiler.agent.probe.a.e.b$1",1,16
"com.jprofiler.agent.probe.a.e.d",1,56
"com.jprofiler.agent.probe.a.e.d$1",1,16
"com.jprofiler.agent.probe.a.e.d$e",1,16
"com.jprofiler.agent.probe.a.e.f[ ]",1,24
"com.jprofiler.agent.probe.a.f.b",1,56
"com.jprofiler.agent.probe.a.f.b$1",1,16
"com.jprofiler.agent.probe.a.f.e$1",1,16
"com.jprofiler.agent.probe.a.f.g[ ]",1,32
"com.jprofiler.agent.probe.a.f.h",1,56
"com.jprofiler.agent.probe.a.f.h$1",1,16
"com.jprofiler.agent.probe.a.g",1,48
"com.jprofiler.agent.probe.a.g$1",1,16
"com.jprofiler.agent.probe.a.g$2",1,32
"com.jprofiler.agent.probe.a.i",1,56
"com.jprofiler.agent.probe.a.i$1",1,16
"com.jprofiler.agent.probe.a.i$2",1,16
"com.jprofiler.agent.probe.a.j",1,48
"com.jprofiler.agent.probe.a.k",1,88
"com.jprofiler.agent.probe.a.k$1",1,16
"com.jprofiler.agent.probe.a.k$2",1,16
"com.jprofiler.agent.probe.a.k$4",1,16
"com.jprofiler.agent.probe.a.n$1",1,16
"com.jprofiler.agent.probe.a.p",1,48
"com.jprofiler.agent.probe.a.p$1",1,16
"com.jprofiler.agent.probe.a.r",1,40
"com.jprofiler.agent.probe.a.s",1,56
"com.jprofiler.agent.probe.a.s$1",1,16
"com.jprofiler.agent.probe.a.s$2",1,16
"com.jprofiler.agent.probe.a.t",1,40
"com.jprofiler.agent.probe.a.t$1",1,16
"com.jprofiler.agent.probe.c$1",1,16
"com.jprofiler.agent.probe.c.a",1,40
"com.jprofiler.agent.probe.c.a$1",1,16
"com.jprofiler.agent.probe.d.k[ ]",1,16
"com.jprofiler.agent.probe.f.b",1,48
"com.jprofiler.agent.probe.f.b$1",1,16
"com.jprofiler.agent.probe.f.c",1,40
"com.jprofiler.agent.probe.f.d",1,48
"com.jprofiler.agent.probe.f.f",1,48
"com.jprofiler.agent.probe.f.f$1",1,16
"com.jprofiler.agent.probe.f.f$a",1,16
"com.jprofiler.agent.probe.f.g",1,48
"com.jprofiler.agent.probe.f.g$1",1,16
"com.jprofiler.agent.probe.f.h",1,40
"com.jprofiler.agent.probe.f.i",1,80
"com.jprofiler.agent.probe.f.i$1",1,16
"com.jprofiler.agent.probe.f.l",1,40
"com.jprofiler.agent.probe.g.c$c",1,16
"com.jprofiler.agent.probe.g.g$a",1,16
"com.jprofiler.agent.probe.i.h[ ]",1,32
"com.jprofiler.agent.probe.i.i",1,16
"com.jprofiler.agent.probe.n",1,24
"com.jprofiler.agent.probe.q",1,24
"com.jprofiler.agent.sampler.Sampler",1,112
"com.jprofiler.agent.sampler.c",1,96
"com.jprofiler.agent.util.ModuleHelper$a",1,16
"com.jprofiler.agent.util.a.a.a.a$a",1,16
"com.jprofiler.agent.util.a.a.a.a$b",1,16
"com.jprofiler.agent.util.a.a.b.e$a",1,24
"com.jprofiler.agent.util.a.a.b.e$a[ ]",1,24
"com.jprofiler.agent.util.a.a.b.h$1",1,16
"com.jprofiler.agent.util.a.a.b.h$2",1,16
"com.jprofiler.agent.util.a.a.b.h$3",1,16
"com.jprofiler.agent.util.a.a.b.h$c$1",1,24
"com.jprofiler.agent.util.a.a.b.h$c$2",1,24
"com.jprofiler.agent.util.a.a.b.h$c$3",1,24
"com.jprofiler.agent.util.a.a.b.h$c$4",1,24
"com.jprofiler.agent.util.a.a.b.h$c$5",1,24
"com.jprofiler.agent.util.a.a.b.h$c$6",1,24
"com.jprofiler.agent.util.a.a.b.h$c$7",1,24
"com.jprofiler.agent.util.a.a.b.h$c$8",1,24
"com.jprofiler.agent.util.a.a.b.h$c[ ][ ]",1,32
"com.jprofiler.agent.util.a.a.b.h$d",1,48
"com.jprofiler.agent.util.a.a.b.h$e",1,16
"com.jprofiler.agent.util.a.a.b.h$s$1",1,24
"com.jprofiler.agent.util.a.a.b.h$s$2",1,24
"com.jprofiler.agent.util.a.a.b.h$s$3",1,24
"com.jprofiler.agent.util.a.a.b.h$s[ ]",1,32
"com.jprofiler.agent.util.a.b.a.c",1,16
"com.jprofiler.agent.util.a.b.ad",1,64
"com.jprofiler.agent.util.a.b.r",1,40
"com.jprofiler.agent.util.a.b.x$1",1,24
"com.jprofiler.agent.util.e",1,24
"com.jprofiler.agent.util.f[ ]",1,160
"com.jprofiler.agent.util.v",1,16
"com.jprofiler.agent.util.y",1,88
"com.jprofiler.api.agent.ProbeObjectType[ ]",1,32
"com.sun.jmx.interceptor.DefaultMBeanServerInterceptor",1,40
"com.sun.jmx.interceptor.DefaultMBeanServerInterceptor$ResourceContext$1",1,16
"com.sun.jmx.mbeanserver.ClassLoaderRepositorySupport",1,24
"com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory",1,16
"com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$Mappings",1,48
"com.sun.jmx.mbeanserver.DescriptorCache",1,16
"com.sun.jmx.mbeanserver.JmxMBeanServer",1,40
"com.sun.jmx.mbeanserver.MBeanAnalyzer$MethodOrder",1,16
"com.sun.jmx.mbeanserver.MBeanInstantiator",1,16
"com.sun.jmx.mbeanserver.MBeanServerDelegateImpl",1,40
"com.sun.jmx.mbeanserver.MXBeanIntrospector",1,16
"com.sun.jmx.mbeanserver.MXBeanLookup",1,24
"com.sun.jmx.mbeanserver.Repository",1,32
"com.sun.jmx.mbeanserver.SecureClassLoaderRepository",1,16
"com.sun.jmx.mbeanserver.StandardMBeanIntrospector",1,16
"com.sun.jmx.remote.util.ClassLogger",1,24
"com.sun.management.internal.DiagnosticCommandImpl",1,40
"com.sun.management.internal.HotSpotDiagnostic",1,16
"com.sun.management.internal.HotSpotThreadImpl",1,24
"com.sun.management.internal.OperatingSystemImpl",1,32
"com.sun.management.internal.OperatingSystemImpl$ProcessCpuTicks",1,40
"com.sun.management.internal.OperatingSystemImpl$SystemCpuTicks",1,40
"com.sun.management.internal.PlatformMBeanProviderImpl$1",1,16
"com.sun.management.internal.PlatformMBeanProviderImpl$2",1,24
"com.sun.management.internal.PlatformMBeanProviderImpl$3",1,24
"com.sun.management.internal.PlatformMBeanProviderImpl$4",1,16
"com.sun.management.internal.PlatformMBeanProviderImpl$5",1,16
"com.sun.management.internal.PlatformMBeanProviderImpl$6",1,24
"com.sun.management.internal.VirtualThreadSchedulerImpls$VirtualThreadSchedulerImpl",1,16
"java.beans.PropertyChangeEvent",1,32
"java.io.File$PathStatus[ ]",1,24
"java.io.FileDescriptor$1",1,16
"java.io.FileOutputStream",1,32
"java.io.File[ ]",1,24
"java.io.ObjectStreamClass$Caches$1",1,24
"java.io.ObjectStreamClass$Caches$2",1,24
"java.io.RandomAccessFile$1",1,16
"java.io.RandomAccessFile$2",1,16
"java.io.UnixFileSystem",1,24
"java.lang.ApplicationShutdownHooks$1",1,16
"java.lang.ArithmeticException",1,40
"java.lang.ArrayIndexOutOfBoundsException",1,40
"java.lang.ArrayStoreException",1,40
"java.lang.Boolean[ ]",1,16
"java.lang.Byte[ ]",1,16
"java.lang.Character$UnicodeBlock[ ]",1,1576
"java.lang.CharacterData00",1,16
"java.lang.CharacterDataLatin1",1,16
"java.lang.Class$$Lambda.0x0000000122133f88",1,16
"java.lang.ClassCastException",1,40
"java.lang.ClassLoader[ ]",1,16
"java.lang.Double[ ]",1,16
"java.lang.Float",1,16
"java.lang.Float[ ]",1,16
"java.lang.InternalError",1,40
"java.lang.Module$$Lambda.0x0000000122067678",1,16
"java.lang.Module$ArchivedData",1,32
"java.lang.NullPointerException",1,48
"java.lang.ProcessEnvironment$StringEnvironment",1,24
"java.lang.ProcessEnvironment$StringKeySet",1,16
"java.lang.ProcessImpl$LaunchMechanism[ ]",1,32
"java.lang.Runnable[ ]",1,56
"java.lang.Runtime",1,16
"java.lang.Short[ ]",1,16
"java.lang.StackOverflowError",1,40
"java.lang.StackStreamFactory$WalkerState[ ]",1,32
"java.lang.StackWalker$ExtendedOption",1,24
"java.lang.StackWalker$ExtendedOption[ ]",1,24
"java.lang.String$$StringConcat.0x0000000122221000",1,24
"java.lang.String$$StringConcat.0x000000012222c000",1,24
"java.lang.String$$StringConcat.0x000000012222d000",1,24
"java.lang.String$CaseInsensitiveComparator",1,16
"java.lang.System$1",1,16
"java.lang.System$In",1,40
"java.lang.Terminator$1",1,16
"java.lang.Thread$State[ ]",1,40
